tx_id,customer_id,date,amount,currency,counterparty_country,tx_type
bb2488a3-d363-47b6-af81-cf4f7701f7bb,CUST1001,2025-06-01,3308.96,EUR,LI,Deposit
ef43613c-d4aa-49a3-bed8-c56cda09dfa0,CUST1001,2024-11-28,4025.96,EUR,PG,Deposit
91e1aa96-76f7-4255-801f-36bf3e6dd58b,CUST1001,2025-06-08,199.88,EUR,MU,Payment
d9d80b8d-7e8a-4ee7-8758-e201561e16d1,CUST1001,2025-02-23,2404.81,EUR,RU,Withdrawal
4223623b-cc3e-4dde-9ad5-cf06364d7c87,CUST1001,2025-03-01,1969.7,EUR,UG,Transfer
8e485223-46b9-4991-a14e-b70db380c73a,CUST1001,2024-10-31,4980.26,EUR,ET,Deposit
680bac63-b856-4035-bdc9-829015eabb27,CUST1001,2025-04-24,1373.72,EUR,PS,Transfer
a559e463-79e1-4cea-b0cb-c61f3d85de89,CUST1001,2025-07-15,1919.67,EUR,PE,Transfer
4b5305e5-17d2-482e-846a-0df5cafda613,CUST1002,2025-01-17,2894.49,EUR,MD,Deposit
94e0d3ba-a9f9-48b2-8e63-84bb3e493f43,CUST1002,2025-03-12,2954.77,EUR,TG,Withdrawal
ff233d5f-6ced-415d-9800-7c0287ea7ff5,CUST1002,2025-07-28,1708.68,EUR,LS,Deposit
455ac762-7428-4656-b3ee-4d3b5a104129,CUST1002,2025-02-17,2774.36,EUR,HT,Transfer
50c7c006-314d-4441-b8a6-171f1ee34dc4,CUST1002,2024-12-10,3408.32,EUR,SO,Withdrawal
2f65fafa-b0ae-4f08-831e-dbbcf36cb62b,CUST1002,2025-01-06,4146.28,EUR,SZ,Withdrawal
96ef2ad6-b97e-4703-86c8-adfe7bf47042,CUST1002,2025-10-20,3450.19,EUR,SL,Deposit
19bc143e-fb02-4ebb-8872-9a4d98c7472a,CUST1002,2025-08-28,1422.63,EUR,KE,Withdrawal
4d6168bd-2def-4193-9c62-b3a23a3c563e,CUST1002,2024-11-02,152.34,EUR,SN,Withdrawal
f96b648a-0ba6-4ab9-8639-447b2067bdac,CUST1002,2024-11-16,3979.18,EUR,JP,Withdrawal
a34b6cf6-2053-4a42-b1af-db65b289f224,CUST1002,2025-09-10,3882.69,EUR,RW,Withdrawal
92f5df7b-0323-4342-9f6a-8f931a432f0a,CUST1002,2025-02-09,2976.78,EUR,QA,Withdrawal
f72ada9b-2f32-451e-9738-811d70c2903f,CUST1002,2024-11-15,4298.9,EUR,QA,Deposit
6694c343-10ba-48e3-9276-2bdc1d34d08e,CUST1002,2025-04-25,4760.4,EUR,TR,Transfer
26d794d3-0db9-4301-afbb-411aa1235a8c,CUST1002,2024-12-21,2341.53,EUR,TM,Payment
fe716b14-15ce-4a66-8dc8-2a1ef2f9e5fa,CUST1002,2025-01-26,1723.48,EUR,TH,Transfer
989bc4da-9b37-422b-aa8a-616fc3b290d0,CUST1002,2025-08-13,158.21,EUR,GR,Deposit
7354ea6f-6160-4459-85c7-504bc693da11,CUST1003,2025-09-25,4734.39,EUR,KG,Withdrawal
6dc7cac7-fd72-4050-96a9-954fdc33e1f9,CUST1003,2025-02-16,2957.32,EUR,VN,Transfer
bd767e35-f5c9-4047-9c10-c5720f6b40d0,CUST1003,2024-12-03,4591.25,EUR,GE,Payment
a911d192-43bf-4931-b605-bf54a021c0ca,CUST1003,2024-11-26,2004.1,EUR,GY,Transfer
2812859a-1337-439e-8d4f-5d272c7f0b79,CUST1003,2024-10-28,2855.99,EUR,PG,Deposit
4a8ff810-784c-4f29-9804-02a2b07aa066,CUST1003,2024-11-08,3996.68,EUR,JO,Deposit
dc0f2fcf-b3f6-4e0d-8860-3b32b4fb0eb9,CUST1003,2025-04-12,288.03,EUR,LA,Withdrawal
c9af18f8-43b9-4a13-ac85-6f373bc1a987,CUST1003,2025-08-13,4208.05,EUR,TZ,Transfer
32a447b2-ef04-457d-8dcc-c33aa9434aa0,CUST1003,2025-04-01,655.49,EUR,ST,Payment
e88da719-2624-4b40-a5cb-63a2398d1ca6,CUST1003,2025-02-02,840.22,EUR,CV,Transfer
cae9b4a7-2a79-4a68-8f44-704f1247ea4e,CUST1003,2025-02-17,2733.9,EUR,AE,Transfer
49e2623d-ebd3-4616-91b7-8d8ed3016989,CUST1003,2025-04-06,3800.03,EUR,PT,Payment
670acc5c-b321-4f21-8dd8-eb85b04d3376,CUST1003,2025-10-08,4719.0,EUR,SC,Payment
1497d658-7010-4719-be69-5d0d8a3c3b5e,CUST1003,2025-06-03,4985.05,EUR,NR,Payment
40181c6e-9a8c-4a3c-9283-aac7bc0a6a5d,CUST1003,2024-11-06,4103.49,EUR,GT,Deposit
dc4ad56b-d601-4237-ac9e-d156f63fce41,CUST1003,2025-05-26,3599.27,EUR,AO,Withdrawal
d248a9a7-ac1a-4554-83c7-5611ffe3fa49,CUST1003,2025-02-03,2184.57,EUR,BB,Deposit
7872bdeb-2cd9-4cbb-819a-d58cc35b1c8c,CUST1004,2025-05-05,3264.3,EUR,PA,Transfer
ff37d19c-2e76-428b-8735-44f9ea83bf00,CUST1004,2025-05-30,530.13,EUR,ZW,Withdrawal
175ba98d-f814-4102-bde1-bdfed0725b5c,CUST1004,2025-04-18,3956.86,EUR,NE,Withdrawal
1ac70ec0-ab8d-4eb4-9230-dfbd5553b2fe,CUST1004,2025-09-06,651.7,EUR,LS,Deposit
49c8a43f-7ed7-4ed7-b194-990b6961929e,CUST1004,2025-06-27,3094.75,EUR,MZ,Transfer
0964fbbf-8cd3-41b0-82b0-1cfdd045dd1c,CUST1004,2025-04-12,1798.66,EUR,KW,Payment
f85e06a1-1dad-49b2-92c2-1221409d3602,CUST1004,2025-08-06,2907.21,EUR,SG,Withdrawal
a85c6e4a-004b-4fab-bcf5-6188d32e6dcd,CUST1004,2025-09-11,707.71,EUR,PL,Payment
84b871bb-3005-48d2-8de0-51a669ca97d2,CUST1004,2025-03-09,3581.13,EUR,TW,Withdrawal
c28ebd70-7129-4889-a01a-c9927f9d3e64,CUST1004,2024-11-15,1164.79,EUR,IQ,Transfer
49bc473f-ed7b-4656-a18a-15368c99a894,CUST1004,2025-04-06,4099.46,EUR,MC,Payment
f920264c-0763-4cd0-9f15-c7b67c16128d,CUST1004,2025-06-15,336.14,EUR,GY,Payment
8d03c91e-4f8d-4238-a88b-78b5b5b453ca,CUST1004,2024-11-02,1322.07,EUR,NE,Deposit
d7665cda-fe04-4059-b985-fb6217dc8eff,CUST1004,2025-09-27,4103.4,EUR,PL,Transfer
d50755d9-a5d0-4d53-9e12-42e3f27292b6,CUST1004,2024-12-23,1603.48,EUR,VC,Transfer
45ff2c83-b495-4b4e-8245-6fb44ab7706e,CUST1004,2025-03-29,4528.99,EUR,RO,Payment
74eff545-3e65-4603-b8e3-654bfaf14ff0,CUST1004,2025-05-17,1960.91,EUR,MV,Transfer
821c1336-9970-4f60-abff-8d1530cbd755,CUST1004,2025-07-28,1638.93,EUR,CR,Withdrawal
c5ce099c-46b8-4659-91df-12d7dd30de89,CUST1005,2025-08-13,4455.16,EUR,NI,Withdrawal
81fb18b3-c9a7-491f-af2a-e71357021049,CUST1005,2025-02-02,3398.22,EUR,AD,Transfer
d664d264-4c6e-47ff-b9de-7a3a486822b9,CUST1005,2025-05-30,2338.48,EUR,KM,Withdrawal
7250ee18-260a-4962-9d81-b7f57d5911c6,CUST1005,2025-05-13,3384.34,EUR,LY,Deposit
8b1e3b9d-c34b-4fbb-8d4a-75b8551ac8ea,CUST1005,2025-03-15,1438.48,EUR,LI,Withdrawal
b28f41de-fb14-4bc3-b04b-8590de9e3757,CUST1005,2025-01-23,3349.08,EUR,MV,Deposit
69288e92-c68a-452f-9b23-aa8c3bcabf85,CUST1005,2024-11-12,4137.43,EUR,CH,Transfer
cfb87e6f-e9d6-4f23-b489-d0707914f8a8,CUST1005,2025-03-16,3858.34,EUR,HR,Deposit
fb16e5db-a6ea-479e-921c-82f8cada4f80,CUST1005,2024-12-22,2285.52,EUR,AZ,Transfer
9716108e-f721-49bb-8096-27182051acef,CUST1005,2025-02-26,973.27,EUR,BZ,Payment
1986b4b2-70b7-4868-9854-80f0dfcaf0b7,CUST1005,2025-05-08,925.31,EUR,PH,Deposit
68f45bce-24e7-4e8e-b8f2-142303edd1f8,CUST1005,2025-09-11,2298.86,EUR,DE,Deposit
f81dbaa1-c812-4a8e-b830-89301327f1bc,CUST1005,2025-02-01,2068.3,EUR,VU,Withdrawal
148f8b74-a65b-41f2-a5c1-7795b15516bc,CUST1005,2025-09-04,1784.14,EUR,GQ,Withdrawal
f4427e0b-6148-4bb3-889b-78d5dbfdd97e,CUST1005,2025-02-20,520.52,EUR,VC,Deposit
df547e50-7cea-4045-8268-283ee32f2e63,CUST1005,2025-05-14,1258.55,EUR,VN,Payment
af34cf65-a193-44b2-bc19-e71d118405ad,CUST1005,2025-09-30,2276.75,EUR,GT,Deposit
fa745761-6f18-4108-9723-199dbf2c14a0,CUST1005,2024-12-03,1227.78,EUR,ZW,Withdrawal
7194eae2-19ba-47ae-9f61-5a5cb4323070,CUST1005,2024-12-27,2914.38,EUR,KG,Transfer
530a37df-0bc6-4066-8769-165fe746ccb9,CUST1005,2025-08-15,78.19,EUR,KE,Deposit
25440fe0-6e41-4d47-9ff5-95ea5bc440f1,CUST1005,2025-01-25,347.9,EUR,NG,Payment
2e183554-cae2-4e66-ae8a-781390e0a95b,CUST1005,2024-12-29,206.68,EUR,BR,Withdrawal
9ea556aa-61ee-4c5b-9eef-580f9c07a751,CUST1005,2025-07-05,1329.66,EUR,SB,Transfer
3b70b3a1-24a3-4cf2-9549-c931e9af299d,CUST1005,2025-04-14,3922.26,EUR,IE,Payment
0267deb3-aab6-42c9-815d-174a75a66981,CUST1005,2025-09-22,1136.65,EUR,PT,Withdrawal
8beddb12-ad77-482f-89a2-3a89e6b5a92c,CUST1006,2024-12-24,755.41,EUR,PA,Transfer
966b1964-fcd6-4dca-9876-fd09f1faf665,CUST1006,2025-02-14,3301.59,EUR,NO,Payment
d865d69a-74f3-4103-8006-6ff2b0b862ef,CUST1006,2025-02-15,4988.42,EUR,MV,Deposit
3cb98350-1b4d-40fe-bbb3-8605da743152,CUST1006,2025-03-16,1108.37,EUR,MK,Deposit
b303f438-fe21-40d0-8bbe-4aff9326dffd,CUST1006,2025-02-13,4841.21,EUR,KM,Payment
90e0b95f-0212-4554-8644-58b46553867d,CUST1006,2025-09-09,931.74,EUR,CH,Transfer
9b3d74bd-e91e-414e-8c8e-29e3f93e08d5,CUST1006,2025-07-27,3602.93,EUR,JO,Transfer
9b689c88-3ae9-49fe-8c82-18dac696f5e6,CUST1006,2025-08-17,2339.27,EUR,GN,Deposit
402913ec-9ef2-493e-b0ac-7d7ba2f963a3,CUST1006,2025-07-03,4434.13,EUR,WS,Withdrawal
d69d42f1-ae4c-44ff-a8c0-1f05c478f6f1,CUST1006,2024-12-17,3198.5,EUR,BY,Withdrawal
0a17991e-a576-4411-a0a1-1839e7457704,CUST1006,2025-02-18,3977.87,EUR,OM,Payment
bb7bee03-5d67-4bb1-945e-f2e4088a93ec,CUST1006,2024-12-15,2829.21,EUR,KE,Transfer
2cf6bf75-6a5e-4920-bf5a-e7e653a3dd5a,CUST1006,2025-01-09,1004.28,EUR,SR,Transfer
87e5f0fe-5da8-46d2-b8b3-8a8be05fb8bc,CUST1006,2025-04-29,2985.1,EUR,IR,Transfer
e9ff1cae-41c8-4a8c-aa1f-955ad499da99,CUST1006,2025-08-25,1773.99,EUR,RO,Withdrawal
bf1e8366-4b8e-43d4-8e76-07adf7a67b94,CUST1006,2025-09-11,2225.9,EUR,CI,Deposit
2408a6dc-1346-41a9-b680-2cdb77e490c7,CUST1006,2025-07-31,2395.47,EUR,GR,Payment
aca5e2fd-b966-442a-ad23-8d36dc322c97,CUST1007,2025-10-21,4010.24,EUR,TH,Payment
6502d6a2-ca6a-4224-971e-16cc5da36f1b,CUST1007,2024-11-02,2136.48,EUR,SO,Withdrawal
ac3e7b0d-5e5b-413d-b46c-db771fa382e8,CUST1007,2025-07-29,324.62,EUR,IN,Payment
a377f6f1-d289-40ab-a18a-e30595a5bafa,CUST1007,2025-10-07,37.32,EUR,CD,Payment
066803ee-78b2-4549-bbdb-c09eacc216a0,CUST1007,2025-06-11,3348.38,EUR,TJ,Transfer
38ab854c-9c2e-48de-aa4e-361753f8382b,CUST1007,2025-06-22,1962.1,EUR,ZW,Withdrawal
b379cb1e-e8cd-40cc-b6da-3ca0d2e82f38,CUST1007,2025-02-15,2055.23,EUR,NE,Payment
f23e323d-0b9b-4934-a3c8-6d301dde7969,CUST1007,2024-11-10,4649.81,EUR,SA,Withdrawal
e3236d1a-3c1b-4acc-98e1-93311dba1267,CUST1007,2025-05-12,2758.29,EUR,MW,Withdrawal
f30a9e32-aba4-4c03-9efa-9c5b7421ff46,CUST1007,2025-07-26,3012.6,EUR,SR,Payment
ba0266ef-be05-4787-965b-efdf6b4be411,CUST1007,2024-12-23,4492.94,EUR,NI,Withdrawal
7d45d8ef-d56c-48ea-9959-7b5aa7a8f636,CUST1008,2025-06-10,4040.04,EUR,IT,Transfer
379efc6e-5edb-4d3c-b0b6-3bcf08601833,CUST1008,2025-04-08,56.25,EUR,GW,Withdrawal
fb1e143b-196f-4dfa-9cd8-fe1adafec8a9,CUST1008,2025-07-05,3178.1,EUR,ST,Deposit
5bd20c98-a513-4ea0-ba53-e34de6d5901d,CUST1008,2024-11-19,195.28,EUR,IS,Deposit
f2f25eef-1f45-4bfd-b7dc-67e030974b2b,CUST1008,2025-09-03,2315.72,EUR,PH,Transfer
a446be72-364c-411a-a9ab-364a1777e8cb,CUST1008,2025-06-19,433.81,EUR,AO,Transfer
3e5a87e3-5560-4b22-896b-5edb0cf2b69b,CUST1008,2025-10-24,2100.61,EUR,TM,Transfer
c3e15a85-d46e-4104-9190-6f5034885a46,CUST1009,2025-05-18,248.94,EUR,TZ,Deposit
3ba5cd2f-dea4-4c19-9024-3d723748967f,CUST1009,2025-02-25,513.64,EUR,CY,Transfer
00b9d4a3-9892-40ac-a689-33a9c9e48e8c,CUST1009,2025-02-06,1007.37,EUR,CY,Payment
402adf9c-8a4b-4f7c-a147-2a15fcce96f6,CUST1009,2025-08-16,2585.7,EUR,CG,Transfer
21bddb41-0699-4731-9dcf-8766a93b12cd,CUST1009,2024-11-02,3779.62,EUR,GW,Payment
2c9b662e-040a-4aae-92e2-afd996bf10ab,CUST1009,2025-02-02,3385.7,EUR,CN,Deposit
1d181ee9-86ad-4a8c-abc4-123ebde13c1b,CUST1009,2025-07-27,899.07,EUR,PY,Withdrawal
83639007-5cae-4610-872c-1fe372c22a16,CUST1009,2025-06-02,3258.76,EUR,PG,Withdrawal
9d77a45e-f206-4269-b8b7-7c0780fb9296,CUST1009,2024-11-12,1123.28,EUR,KM,Withdrawal
a4b1f991-7542-4646-8d37-a539857dd3b3,CUST1009,2025-10-15,822.39,EUR,BH,Deposit
66d06371-d8e8-4ebb-ba9e-8eefffa361be,CUST1009,2025-04-02,4021.03,EUR,CD,Deposit
718d4d05-e8e2-4743-b65f-eea97d824264,CUST1009,2024-11-23,3698.18,EUR,BR,Payment
10d08d11-25f9-44bf-9bb9-61555275eb94,CUST1009,2024-12-13,1013.43,EUR,VU,Withdrawal
b64fa54a-8c61-4654-95da-75c1a21150f9,CUST1009,2025-02-24,4889.89,EUR,UG,Payment
816bcb9f-7426-4193-8b7e-6b3c87d292a6,CUST1009,2025-06-06,1126.82,EUR,BZ,Transfer
da509fed-1d4a-4d81-b3a7-d0e0cb08587d,CUST1009,2025-06-24,3019.15,EUR,TG,Deposit
6e191042-370b-4063-9d90-e79eb888f6ed,CUST1009,2025-04-11,2551.73,EUR,GT,Deposit
74188109-d3d1-4f0f-96c4-38e469efafb1,CUST1009,2025-03-22,2587.73,EUR,ZA,Withdrawal
50018b7b-6d40-47f4-9003-2b3518578baf,CUST1009,2025-06-28,1804.5,EUR,MR,Transfer
ec48bf55-afd3-40c4-a713-582cf41ea3ac,CUST1009,2025-04-19,1551.24,EUR,BW,Withdrawal
6e8f75a1-17dd-4d81-95da-705cd4ef00aa,CUST1009,2024-12-02,1108.33,EUR,SZ,Deposit
8e6e5003-214f-4f12-8fd0-1cbd5f65c8ce,CUST1010,2024-11-18,2386.89,EUR,TJ,Transfer
1f4a8ca1-ab85-4d59-9463-adc78fca7b6a,CUST1010,2025-03-27,876.67,EUR,TL,Withdrawal
de3b496f-6c45-46f6-8012-a0fff0ede303,CUST1010,2025-09-28,2864.18,EUR,BF,Payment
4ffca6b1-99b4-49d4-89a2-14aef7e8f8e5,CUST1010,2025-03-05,4488.4,EUR,TR,Deposit
a81fdec3-279c-458a-b676-0ce581e5c9f6,CUST1010,2025-04-22,4959.55,EUR,CD,Transfer
5e187b24-8e67-4a01-986a-646059a1120e,CUST1010,2024-12-09,4242.96,EUR,IT,Withdrawal
6dda4f8d-cea6-4f4c-b9e5-8ff092f837d4,CUST1010,2025-09-02,3234.73,EUR,VU,Withdrawal
8e867f3c-a487-4eab-accb-461a9d132363,CUST1010,2024-11-06,964.84,EUR,KM,Withdrawal
076979d6-4477-4442-b187-53e6d4578ad9,CUST1011,2025-01-02,4634.31,EUR,ME,Withdrawal
56febfb9-ebe9-4207-8f19-9ec0c32d4526,CUST1011,2025-03-05,3143.5,EUR,EG,Transfer
a847bce7-90fa-4b57-a4ac-2130deaf528d,CUST1011,2025-03-23,1021.47,EUR,CV,Payment
07d924ce-f8c8-4fae-a217-8f84bdb025ff,CUST1011,2024-11-30,3182.39,EUR,SM,Payment
74222167-6b7a-4460-a04e-46cb3712f2d1,CUST1011,2025-03-01,2536.64,EUR,MN,Payment
c6deb2f0-530a-41c7-b8ba-83684fc77768,CUST1011,2025-10-07,213.45,EUR,UG,Withdrawal
27d415b6-0d77-45a0-a222-b6a615bfbe97,CUST1012,2024-12-24,2793.3,EUR,VN,Deposit
45a88829-14e2-46e5-ac89-36bc0cbd3c03,CUST1012,2025-04-08,3569.19,EUR,NO,Withdrawal
6a07f213-7129-4ec7-9b69-554d7c54535f,CUST1012,2025-02-04,2481.89,EUR,TW,Payment
6e0ed1e8-585d-4f86-9d23-24e6832920b7,CUST1012,2024-12-07,584.43,EUR,GD,Deposit
86e52753-7c93-46cc-97d7-a560adb14670,CUST1012,2025-06-29,3562.48,EUR,BD,Deposit
996d5c50-fc04-4168-a52f-fb493873e57f,CUST1012,2024-11-17,3651.68,EUR,GA,Withdrawal
c47104c0-3613-4e15-b200-c2614d29d1ab,CUST1012,2024-12-17,3840.42,EUR,IE,Payment
01fa964e-1eb7-4b56-93ff-d3a24a193501,CUST1012,2025-04-28,462.7,EUR,NR,Transfer
88575117-6155-4667-a112-507c2cfa55b0,CUST1012,2025-07-12,2617.89,EUR,SC,Withdrawal
ce6322b6-ab05-447f-9556-b37d8f0881ee,CUST1012,2025-03-06,4819.62,EUR,MY,Withdrawal
6fac1673-0ad4-4230-bdf6-6ba5dc9c96de,CUST1012,2024-11-03,2002.89,EUR,BO,Transfer
6de59332-9364-43d0-9024-bdc6dcb33df3,CUST1012,2025-05-25,2246.91,EUR,KN,Deposit
1d7c0098-4a1d-4b32-aaed-fdc7a3e05309,CUST1012,2025-03-25,428.77,EUR,LR,Withdrawal
9e3d750d-f296-49f0-8d23-72c22bffe17b,CUST1012,2025-04-14,4042.45,EUR,FM,Transfer
6fcc57dd-168f-4e12-9ca2-60c9eb7607c9,CUST1012,2025-09-02,1702.47,EUR,HN,Payment
862268d1-6683-4107-96c0-44d06f887f28,CUST1012,2024-11-25,4972.96,EUR,KR,Transfer
5543fc3c-38b8-424e-96ea-57b3beed10b6,CUST1012,2025-08-09,2136.56,EUR,BO,Withdrawal
87d5b7be-1d30-4990-a21b-030782af085c,CUST1012,2025-05-02,4735.33,EUR,MG,Payment
d1a69d87-f54e-4019-ba35-844e59e1ac09,CUST1012,2025-06-21,766.68,EUR,CY,Deposit
4187222b-257d-4e52-9a51-65ca3c7c1d85,CUST1012,2025-01-08,368.5,EUR,UY,Deposit
a7cf705c-c257-4f73-829d-782b2722796e,CUST1012,2024-11-24,1924.38,EUR,YE,Withdrawal
9050f7ef-c123-4c91-b6c5-a0dc7e7e7419,CUST1012,2025-08-02,1041.83,EUR,PE,Withdrawal
9082889b-e1cd-487f-ac95-5f87ae5ec365,CUST1012,2025-06-20,4382.25,EUR,VU,Deposit
a09151e0-f891-40c3-9d3f-487e52bdc661,CUST1012,2025-02-20,1495.07,EUR,OM,Transfer
a1a27485-7134-4c2a-b80b-3657117b355b,CUST1012,2025-02-15,1066.19,EUR,IS,Deposit
81e0d489-5a18-42a3-8e61-4bcd97674900,CUST1012,2024-11-24,3782.66,EUR,PL,Payment
5e659654-0e90-48b6-89a0-a0f673b0a091,CUST1012,2025-08-28,196.22,EUR,BO,Withdrawal
daf481a7-fa34-42e8-9d3f-7d7ea508dc95,CUST1012,2024-11-30,2557.51,EUR,UG,Transfer
949077c2-7674-456f-a26d-719d81cf3252,CUST1012,2025-05-18,4039.92,EUR,SZ,Withdrawal
e8b77f7b-7321-4f6b-8a80-76ece5582e16,CUST1013,2025-08-20,2241.75,EUR,CF,Payment
79c2d2e4-9ae1-4991-924f-93ff30307633,CUST1013,2025-04-29,2059.01,EUR,BH,Payment
e62d2d06-cf9b-4558-9a7f-195b73557b9d,CUST1013,2025-08-30,299.53,EUR,LC,Deposit
2c2cd22b-a568-45c6-812a-1f9b15969802,CUST1013,2024-11-11,3415.76,EUR,KN,Deposit
86295b5d-707d-4251-bdb1-429e7010ed13,CUST1013,2025-05-07,3422.73,EUR,DJ,Deposit
486bb6bf-eafd-47d9-9f73-3a3e5d286aa4,CUST1014,2025-03-18,3108.13,EUR,LU,Payment
ca0ac6ac-0d67-438e-990f-0c5badcc3daf,CUST1014,2025-06-15,1005.65,EUR,LT,Deposit
8ed6ad5e-1831-4aa3-9466-9d1910df9974,CUST1014,2025-07-03,3704.85,EUR,JM,Payment
a8149562-da00-4f16-b946-9bcf4082cbb9,CUST1014,2025-10-15,2242.37,EUR,UY,Deposit
14dd5061-5557-46f8-a67e-ddcedf8f4197,CUST1014,2025-05-29,45.49,EUR,CV,Payment
f7baf55e-4f6b-48c8-998d-daeceaafe543,CUST1014,2025-06-25,1202.16,EUR,HR,Deposit
b576255e-9854-4f22-a102-f9c964575bc4,CUST1014,2025-10-06,3726.72,EUR,KR,Transfer
caaa5bbe-a4bb-4962-a06e-0e1c8f158449,CUST1014,2025-02-25,3377.84,EUR,CN,Transfer
f275b5f3-d436-47a8-b3ec-b951ab8cbf97,CUST1014,2025-07-25,4548.32,EUR,LA,Withdrawal
a561e1e9-17ec-489c-86c1-b6cbe99630f7,CUST1014,2025-06-30,2165.28,EUR,SE,Withdrawal
4f11d8dc-5cd3-4369-84aa-c1b75ca0c428,CUST1015,2025-01-01,3841.02,EUR,GH,Withdrawal
7c7c404e-c422-403e-b29a-6339577bc55a,CUST1015,2025-01-06,113.0,EUR,CU,Withdrawal
d82c7565-4bb9-47ec-93c1-175427aa7cbc,CUST1015,2025-08-12,4300.07,EUR,SD,Deposit
bd17c5e8-d5ca-49ab-8a2e-6a93c5580bb2,CUST1015,2025-09-16,432.97,EUR,AZ,Withdrawal
c42cbc39-e05b-46c5-9636-3094a97431db,CUST1015,2025-06-11,974.09,EUR,UG,Transfer
2e4bebc4-2989-4880-a77d-1be96070b6a1,CUST1015,2025-08-28,2871.94,EUR,VU,Withdrawal
b89f72f3-2a60-4652-a714-7668cf1d7d3a,CUST1015,2025-04-06,4664.55,EUR,NG,Deposit
3ccec76c-b836-4448-ad26-1ec55d42b9e9,CUST1015,2025-10-17,1532.66,EUR,VA,Deposit
c8a723e9-bfa0-46c2-809c-b50648f1096d,CUST1015,2025-04-10,1519.84,EUR,SN,Withdrawal
cf01f944-f731-4749-8f39-49a83d3a2582,CUST1015,2025-08-11,3192.65,EUR,FI,Payment
92070158-f277-4f63-ada5-84175e2ad32d,CUST1015,2025-10-23,1018.38,EUR,PL,Payment
61c2645a-c733-4304-8822-3120c4f9eccd,CUST1015,2025-04-30,4201.45,EUR,NL,Withdrawal
